6186:508,101,554,162,1140,402,1109,84,813,650
6192:6733,18867,508,1790,94,901,138,32,6,124
6202:4697,3141,12223,25271,866,17,40,361,226,81
6205:254,546,12223,11719,32275,358,8,40,736,83629
6207:239,866,84,650,764,76,301,354,616,70
6210:1102,1187,48,301,6450,1119,4420,119,76,29
6219:7880,1206,10041,7859,11725,6434,20806,189,24581,7457
6228:709,239,554,97,999,591,76,650,1102,3730
6270:22192,2280,19132,103,999,3233,4268,431,5567,1508
6271:285,2200,239,394,495,3,726,866,3234,301
6274:239,17,302,654,76,616,58,8,866,84
6283:394,162,239,4268,4542,866,224,736,518,138
6290:3191,18315,221,302,7437,654,17,616,58,76
6292:26981,19337,9710,76,12329,2548,11884,1002,8483,3148
6298:65,5045,4032,61736,394,1152,3304,889,2200,114461
6301:901,289,1476,2618,101,726,84,554,1023,866
6312:6290,17,302,654,76,616,58,8,866,84
6331:5860,6254,10071,1555,1884,2241,3374,500,731,1888
6336:3107,1023,94,1382,931,1187,4825,48,496,1119
6338:398,5048,138,1023,254,550,16404,8588,16680,239
6345:10985,46215,14202,518,483,245,899,353,554,48
6351:1913,40263,19089,385,2848,22614,500,22856,6387,31633
6357:427,813,7178,3476,1102,301,239,29,76,650
6371:8276,29,32,97,76,1287,4268,354,8,4328
6391:669,6157,17,302,654,76,616,58,8,866
6392:3054,6545,1400,96,4194,2292,805,564,780,5398
6395:21065,44439,1497,378,913,2880,1097,409,34138,6434
6404:9783,2642,2833,2153,463,34397,9874,8252,9417,4877
6407:1527,12016,7457,1712,16519,14401,1923,239,8848,5624
6413:44,54962,20235,48188,38736,52869,7590,44945,6088,94441
6420:13677,28585,7225,2548,104094,109028,20532,1696,38470,15562
6450:650,116,5017,58,29,518,1102,114,289,239
6457:766,111731,76,40240,7937,30143,114321,102509,302,14470
6469:521,1023,5581,1535,117,94,1212,5575,518,650
6475:29,289,394,101,616,84,780,650,736,1102
6520:834,13501,1435,1784,5767,2301,4140,5567,10687,3172
6536:22855,6960,5195,32347,8184,71688,16350,26575,13700,16463
6543:29,45,1462,294,76,1102,221,239,356,542
6555:239,3234,94,58,554,616,1023,354,650,138
6565:17,761,302,273,6573,3841,4502,3234,13948,12362
6568:10230,465,47456,3370,6754,33763,5111,22232,14793,36493
6569:21576,17,302,654,76,616,58,8,866,84
6587:14202,2428,861,4619,1822,44632,8543,5343,3067,1455
6593:239,1140,29,510,3234,1476,76,1023,726,2200
6594:1913,48,1187,1119,7806,2162,13512,1155,17,650
6597:2528,1550,1302,826,388,564,654,5922,2245,2265
6600:2379,81,17,3423,6545,2967,500,70,226,1884
6601:5465,7194,13420,2600,8818,33748,13293,84610,105078,17
6602:30436,533,2492,12501,20390,7364,4656,16361,35715,79208
6603:37042,86707,8860,12332,17527,12734,297,8167,4575,986
6641:15304,8276,1382,10930,26460,2342,76,616,29,564
6642:29,518,13683,8445,25363,58,289,101,239,654
6655:1995,546,788,7806,1876,7573,866,1462,138,616
6658:6683,42701,1591,24740,70,1550,301,179,354,358
6671:25960,63088,39897,110678,21940,32970,9354,6379,6166,7011
6676:546,32256,534,27705,29,8,2447,866,1102,94
6682:3234,15,239,1476,1023,866,1499,138,70,2917
6694:6432,26085,36868,89916,36887,4386,27741,10232,6449,88297
6698:6724,17,302,654,76,616,58,8,866,84
6723:135,9491,12657,2153,7235,9783,14754,7180,13534,463
6724:7237,11325,3241,17,3088,46213,27197,1131,76,3753
6725:3155,288,3234,1476,302,356,650,654,564,1102
6728:2995,7667,999,101,32,289,58,616,3429,364
6735:1155,354,361,289,394,2618,239,554,866,8
6736:19536,14202,1039,10075,3354,14750,12253,6673,10682,3712
6737:2200,873,14960,81,6732,5663,29,21794,301,138
6749:12254,574,3153,2103,1400,2642,2888,399,135,6097
6755:1762,1102,182,866,76,29,8,138,84778,736
6773:101,3234,508,2618,239,554,224,875,285,6
6792:1762,591,861,4169,866,19079,301,24323,70,394
6793:692,5312,29,1462,239,508,1102,58,616,354
6843:908,2950,2048,11,2085,31117,18287,65,239,84
6851:3915,10041,1206,7859,1208,8848,1712,1527,678,7831
6881:18239,6491,785,47043,6127,11671,32616,56488,500,17
6883:508,94,4542,294,76,6503,29,866,1340,138
6886:230,179,559,19984,1548,709,301,285,239,322
6889:239,866,2101,3216,650,58,302,29,70,616
6894:112582,5152,6922,17,302,654,76,616,58,8
6895:1649,654,546,8218,5465,7194,888,1200,709,342
6898:709,4017,40,2024,1069,5022,32,2379,866,2414
6903:2414,1913,254,546,12223,17,358,40,29,500
6932:97,6073,21911,14084,1444,1790,3144,81,190,966
6933:1245,103,3233,4755,2935,1352,542,1190,4967,3682
6935:56570,60549,40281,17520,36213,97616,25523,39786,113270,111979
6939:11488,394,899,1451,375,199,10595,508,542,675
6948:102171,3514,4589,769,6302,1007,56195,14610,17,302
6950:23335,14610,17,302,654,76,616,58,8,866
6958:5604,302,17,16676,866,113365,957,4326,8,2528
6960:1023,3789,2703,654,37914,60150,70,17,1551,302
6966:8258,2303,81362,38716,103304,3514,4589,107013,53416,82452
6977:301,10561,57635,61626,473,37566,355,14234,46673,22130
6982:254,17,3043,70,654,4093,73805,358,302,361
6983:500,3043,17,302,654,76,616,58,8,866
6984:65268,11250,33940,57053,2935,1287,67782,90680,1794,38352
6992:970,1524,3207,1827,2714,2403,9490,33639,3506,565
7005:70100,15,1196,5567,14129,1023,199,3250,873,239
7019:861,2162,48,3730,30,518,1187,650,1402,736
7027:30,17,302,654,76,616,58,8,866,84
7034:94,65,2030,32302,60391,58,861,289,302,356
7035:7411,239,2944,302,654,58,230,76,29,84
7036:449,17,4542,302,654,1462,866,58,84,650
7044:48,1187,8579,239,1499,866,2626,1825,947,361
7053:1112,76,1551,719,1412,2318,44,2021,924,4877
7059:2012,661,6256,7426,25073,93033,58298,8860,15100,15565
7069:1592,93033,17,302,654,76,616,58,8,866
7077:58530,62125,77790,64725,31168,32107,43857,17,302,654
7096:7159,58530,17,302,654,76,616,58,8,866
7112:120102,75057,81729,107052,71443,97251,75265,2449,377,4976
7116:1245,8483,5301,6411,13312,17,353,2526,116,2715
7118:138,239,29,162,1578,866,354,892,224,2618
7133:239,48,1187,495,394,3234,866,354,1102,3730
7137:34038,59805,70580,24035,4943,7082,50432,5048,84850,122538
7140:2815,9581,84,17,654,5998,76,518,902,302
7159:239,861,101,554,1023,2618,76,866,1499,1102
7173:18525,7841,119,1119,1187,295,1389,8151,1057,3005
7178:2375,2683,268,62842,120779,116,31647,1957,3661,3842
7183:1869,289,101,162,1476,358,554,616,866,3234
7184:6774,17,302,654,76,616,58,8,866,32
7188:17,302,654,76,616,58,8,866,32,84
7192:76,289,101,1690,1804,409,430,29,1023,2326
7196:88351,24699,17,302,654,76,616,58,8,866
7203:16045,11590,311,7926,603,55379,5975,39399,28670,14287
7214:230,1985,763,60127,4420,1187,48,496,1065,472
7224:131,5117,1205,2626,4802,470,84,4478,354,736
7225:18087,66575,105578,21514,557,63391,82752,52049,17,302
7230:2848,66575,17,302,654,76,616,58,8,866
7232:50661,10039,5097,4743,890,7806,866,9024,1155,22801
7239:24323,17,302,616,29,654,650,76,58,84
7242:19029,44935,7614,22848,76460,20037,9782,94354,43282,29302
7254:103841,58624,60261,3177,39442,2068,71891,17363,1333,14947
7268:3234,289,394,15,138,1476,101,495,554,866
7291:4856,12217,2548,2028,5287,710,4919,4444,2917,2715
7294:23604,1102,48,1187,899,94,496,616,1089,30
7299:743,4212,301,1109,302,616,654,103,76,239
7303:83785,12781,41595,14670,2016,22110,41588,46289,25113,21679
7326:239,1164,866,84,29,650,11070,354,301,1102
7340:5670,15238,56166,8897,70959,8042,11579,5097,40,4743
7346:168,40,2275,3081,8009,4394,9045,9657,1758,15264
7348:17164,2618,302,654,239,17,1462,273,616,29
7351:236,1462,17,302,654,76,616,58,8,866
7356:46215,1326,44945,6088,71212,2351,14659,1937,18915,89618
7366:5708,10930,18867,43535,1462,239,1102,1762,3234,1476
7367:39204,6108,69067,45125,9877,29623,58888,113879,6303,358
7383:17,7501,422,5187,19886,28994,86531,19885,35646,2373
7397:6275,138,861,591,690,4210,564,32,354,736
7410:2379,11772,10071,22689,1888,2307,3086,500,8667,5767
7414:116,162,1180,29,495,302,19877,6278,37780,19687
7419:35229,3055,3599,2370,44,2582,463,4372,25647,76
7429:7885,3599,17,302,654,76,616,58,8,866
7433:239,294,866,84,2966,301,354,14528,138,1102
7444:7334,16421,98591,8985,342,119,6247,103202,15981,3484
7451:12495,8794,52829,65161,25649,55235,16147,102397,92462,106372
7461:14593,21038,866,302,12223,17,70,654,40,564
7466:1951,2268,29097,17,774,76,1703,4487,3514,58
7467:962,22606,3632,23813,4940,8276,5048,356,1393,58
7488:116,10279,49219,1719,239,736,616,84,3730,650
7489:7612,24032,83977,77905,41064,85656,39860,113345,82018,21
7517:3378,11408,10178,22713,186,40356,45641,64973,13192,32261
7518:1449,908,2950,2816,84,239,124,3017,53856,35644
7519:2307,709,947,1023,875,48,1119,1187,378,239
7527:20300,15642,39395,70923,17,103752,98258,64614,482,1728
7542:43521,1023,168,17,719,654,866,76,302,661
7555:72027,17692,90038,13716,2600,6165,11976,13312,10079,28417
7556:23050,48210,25466,25740,37647,33620,31760,6219,97712,14505
7558:2318,168,9874,8860,984,76,24320,14226,60709,25464
7563:239,3234,84,866,3730,70,361,224,542,899
7572:12657,9417,2153,877,9874,7711,14754,9783,4394,7180
7586:9417,14754,1124,760,877,1740,7838,1460,76,1326
7590:289,394,239,363,101,554,866,301,736,138
7603:4573,239,596,5575,8,76,650,1009,1102,518
7605:1410,239,358,1578,891,633,301,356,542,138
7607:964,239,402,354,76,650,8,84,3632,986
7608:302,239,2618,1762,866,224,361,899,542,70
7612:616,591,17,654,58,302,76,8,29,483
7617:7760,1119,37236,654,2641,46650,755,17,616,302
7637:1344,1444,3190,289,24586,8272,374,239,215,7676
7657:6135,10880,44877,52869,102808,4796,9262,48188,1069,6453
7661:49217,17876,1382,268,483,6535,748,564,1405,486
7678:6266,23191,20806,3107,1352,46903,1206,6601,378,4966
7682:7836,47276,1012,1462,2200,302,15556,8,2618,3216
7692:554,6,656,1604,356,5602,530,7407,182,359
7699:20952,929,9341,13298,1919,105524,18476,2703,24620,8567
7707:18867,239,2618,3234,1804,866,1499,449,29,736
7708:1539,50599,311,6788,342,53537,21624,782,12092,13504
7713:29,546,1187,236,1119,48,239,58,84,354
7734:16553,89664,6923,1140,696,546,3757,3432,447,3448
7741:14186,179,302,861,289,162,1476,101,554,94
7742:3,354,3628,1021,4113,814,654,239,616,84
7743:6249,4123,736,2139,1764,967,17078,7353,34275,79217
7751:427,15141,239,29,48,1187,285,162,1023,394
7760:21903,1550,94,1451,302,27874,74385,8095,38046,15931
7766:16879,118281,43500,2337,986,82919,352,4372,71237,53052
7787:12776,6527,4249,5022,1820,616,2966,76,402,301
7813:596,1155,4833,953,8213,5998,4288,4203,10682,5973
7818:5575,356,891,301,1091,7178,650,1102,518,542
7823:28541,2153,877,297,1326,4755,2275,168,2337,2579
7825:3423,2618,624,1790,986,2241,1884,866,500,3137
7833:646,908,17,43365,2162,48,302,931,354,84
7841:224,1039,289,861,61,101,899,591,1187,8
7844:2427,239,616,4181,58,486,8,699,29,76
7850:869,1023,834,7006,2200,2433,1589,3915,470,1287
7863:559,58,302,96,29,1196,114,395,32392,10185
7869:2303,8258,81362,22646,25398,38716,103304,3514,4589,107013
7888:11,54038,709,861,15,1550,3234,76,813,1102
7889:2379,16340,2967,1884,3423,17,226,81,70,117
7894:63428,1002,2715,834,16361,2822,5801,1508,3915,62731
7903:2048,5145,3288,7556,7831,1526,10530,13894,44475,40116
7915:238,273,899,787,32,1344,1102,813,5998,449
7921:10503,8117,81699,8454,33562,42440,17,27291,10404,17145
7945:7235,9417,6097,3211,17121,1790,168,8252,5738,801
7946:1217,8213,2897,1382,1023,32,4187,1535,866,29
7949:119,559,654,8151,891,4967,1109,1187,4697,1508
7951:239,301,1476,1023,84,29,866,138,690,2626
7958:669,239,17,302,654,76,616,58,8,866
7962:2272,361,861,1239,1140,2618,239,1476,1762,554
7964:394,4542,17,10561,430,378,302,11081,34073,84
7967:565,26531,15204,453,11179,3996,53369,40037,45974,49194
7969:254,2917,17,361,1102,354,358,182,302,138
7975:709,239,2024,866,84,654,616,58,301,37361
7976:53254,347,17456,42330,119,29146,28679,414,12235,112851
7977:591,239,302,866,546,654,84,650,58,301
7981:10611,65033,3378,32261,39446,22713,483,186,2512,1412
7990:1951,2268,185,1382,94,84,3308,17,986,76
8002:2028,4421,1340,4856,1875,16036,10536,14955,2738,4715
8008:3176,4421,17,302,654,76,616,58,8,866
8009:591,861,1239,13523,9894,394,1196,1102,736,564
8023:1382,302,654,29,354,650,364,1023,1410,273
8032:1382,1790,1451,94,3661,947,140,17508,815,1462
8036:399,36681,40319,984,8252,25253,6411,85234,44088,1682
8054:873,46215,481,6916,3153,25230,1462,5567,2318,802
8065:8276,736,1140,138,861,554,32,289,239,45
8068:538,20855,11358,5962,43086,10787,28945,7450,13279,48016
8069:1372,3207,3506,546,239,970,866,25783,302,1102
8081:709,239,873,2618,189,3730,254,3323,1102,650
8090:296,29709,3234,899,1476,94,1762,866,508,76
8097:2048,4268,1508,225,431,124,2068,3867,1966,1359
8103:13817,28511,441,47013,29263,80047,3509,65416,58057,13950
8104:8300,5184,17,302,654,76,616,58,8,866
8130:1102,3521,1534,1820,8095,736,131,866,301,2140
8134:1913,2848,57519,105057,17,302,654,76,616,75498
8137:4880,559,14202,25164,138,70,101,239,15,861
8141:2816,14152,10466,974,962,7235,22,367,4481,1287
8144:7235,2833,17,302,12223,866,168,40,70,616
8150:65,1958,29,289,138,101,861,1140,554,84
8159:17,1287,358,6400,1410,1382,76,37361,354,931
8161:77681,54240,8357,6400,17,302,654,76,616,58
8163:2930,546,13420,254,5363,8218,5022,70,20652,5465
8184:59031,16357,12471,5767,81,7211,17,780,3423,3288
8186:29,58,101,554,654,356,119,616,518,354
8200:1499,866,239,2776,361,70,1553,224,518,302
8206:12145,3145,21552,336,1305,616,15459,47339,262,1598
8217:1786,866,591,861,568,29,984,1009,394,239
8224:814,7624,96654,2982,58,84,289,354,2618,73
8225:10046,25783,9217,9490,33639,7817,5108,774,8871,8536
8227:16409,17,4798,302,774,364,1109,1267,564,1410
8229:14129,8,289,394,3730,554,1444,642,76,866
8245:76,10503,17,42440,8454,21963,33562,27291,17145,840
8263:8476,6418,17,302,654,76,616,58,8,866
8264:545,1023,83266,117,16208,3536,37795,10817,32598,58727
8270:1109,24676,10682,8,1650,12463,17,302,654,4542
8276:3234,1476,3,495,1023,674,76,1499,1102,8
8285:302,104457,7869,14626,8411,568,76,1245,650,70
8286:20765,5121,4541,58,654,616,1887,302,5553,84
8287:6733,10834,14597,545,1758,2139,32007,5860,15264,5890
8290:116,302,29,10070,17,654,866,1462,58,84
8310:3033,4341,13167,44227,70142,60114,108999,39127,6224,40335
8314:28327,347,17,1119,866,891,2021,1121,24611,224
8325:302,3234,29,495,239,76,866,1196,17,394
8326:239,1790,254,394,361,70,1245,736,301,5178
8334:6457,17,654,58,616,302,2338,76,29,8
8336:6457,17,302,654,76,616,58,8,866,84
8343:1550,508,94,431,10610,4107,398,2369,931,193
8347:239,289,101,3234,861,866,301,736,3730,70
8352:29709,11626,709,4697,1382,873,94,245,931,616
8368:289,101,554,508,15,223,301,1102,354,866
8380:336,14754,760,1124,1013,431,7180,752,1326,5398
8396:43789,116,97,1239,58,495,1102,726,239,190
8401:3234,726,1476,495,239,254,302,301,454,361
8406:699,58,1102,29,101,378,289,364,119,354
8411:239,302,654,616,84,58,866,29,650,76
8413:3158,17,409,1196,654,1558,690,616,302,7800
8435:3913,3158,17,302,654,76,616,58,8,866
8449:61822,27322,1206,11725,7880,7859,10687,19697,23191,8848
8450:1686,18803,37804,1550,13266,1510,1711,2876,12393,73853
8476:8730,1105,302,12830,717,673,76,654,17,966
8477:22,5117,3976,378,40,226,736,2715,14754,2548
8491:2850,353,1744,2268,11326,2359,70,394,15592,56633
8499:12117,1205,931,4991,371,6733,1023,3864,654,1712
8500:4455,114133,120437,31820,33137,100737,71787,25990,69811,79749
8510:493,813,147,2428,578,7477,1822,10121,6868,2535
8513:7145,30316,11,119,931,899,481,431,2669,111491
8517:25041,57092,616,88325,394,650,1410,29782,564,1405
8530:2317,99733,15,301,726,3234,1476,179,84,1023
8531:239,1462,1762,2618,1023,999,449,76,866,1499
8534:398,2447,4941,3829,22150,4277,67394,8111,19166,7021
8536:1057,8579,1352,470,8151,1876,1119,10041,225,2484
8537:1568,14202,1822,76,239,302,1089,301,1009,285
8552:811,1822,17,302,654,76,616,58,8,866
8569:7880,7859,10041,3328,6266,12016,1206,8225,19390,38204
8578:106,14152,2816,974,10466,4481,27752,504,28980,5006
8581:776,1335,1460,12092,4357,47090,7264,19616,3112,24699
8582:1567,3250,17164,289,15,3234,1476,101,554,358
8600:4205,931,17,1360,1099,3588,96735,110950,302,54075
8603:25937,51517,77673,108785,107237,9617,6397,19871,1127,654
8635:546,3328,254,30657,866,64596,17,1102,358,70
8636:1023,2618,302,654,1499,866,138,84,616,29
8637:866,31528,17,302,654,76,616,58,8,84
8644:568,1240,20984,1332,1239,1089,3017,58,8,650
8651:873,239,866,1119,616,3739,4249,2162,650,301
8660:1119,3476,138,70,101,495,1476,58,899,162
8670:60302,91004,81,654,17072,780,20327,229,17,3137
8681:699,8683,239,289,101,84,554,94,508,546
8692:2379,654,353,32166,76,8039,3137,780,1344,3819
8711:16970,5812,17,302,654,76,616,58,8,866
8717:81,3819,394,2369,5767,1344,1690,1884,7585,1217
8718:8860,2632,13194,2642,1230,801,1400,984,3902,4877
8719:239,29,1200,254,1164,1102,138,361,8,803
8735:6759,17,24698,179,8213,1102,4174,289,3563,322
8736:6127,18239,6491,11671,32616,56488,4194,13737,17546,81
8746:65,239,394,1344,1462,1499,76,3730,1102,5117
8747:239,4542,866,7806,650,736,7029,1462,224,518
8755:86870,27582,27589,4542,17,302,654,76,616,58
8760:38295,294,76,29,564,518,1102,356,138,650
8765:9075,38295,17,302,654,76,616,58,8,866
8768:31619,19089,15475,2008,18892,12233,48992,39619,535,18115
8771:7446,65,1762,861,999,30,5575,58,1772,736
8774:1382,2266,6837,699,8483,58,813,138,493,2428
8782:17121,5557,9265,2888,168,719,801,1460,9874,5738
8788:5753,97,8276,25946,116,46756,58,861,29,101
8789:94,13838,117014,6266,378,25987,26981,1352,76,1164
8790:675,398,74453,16158,1344,104630,60721,17,1792,4628
8802:8870,289,1762,101,239,483,554,866,4967,138
8810:709,2024,866,84,40,302,1023,616,76,138
8812:687,2379,2967,2204,7585,500,342,1884,76,2241
8822:8725,342,17,302,654,76,616,58,8,866
8825:22142,9342,17164,1455,58,654,6673,1023,3234,675
8844:2121,4205,8191,49290,182,17,224,32591,2566,100449
8850:19697,4755,1527,3107,5624,6266,2880,4568,10041,6434
8852:1218,17,986,70,1884,1462,8,76,354,358
8862:2484,646,908,8273,48,17,2162,70,1119,302
8863:2816,861,554,239,1023,101,1762,866,138,736
8868:1102,1762,931,2416,866,736,947,14960,650,1820
8870:1762,3234,29,866,3730,70,224,239,564,542
8872:65,861,1287,354,1023,4542,76,8,510,1205
8877:94,9943,14202,24429,32,2200,2233,4697,76,409
8889:931,2583,431,1790,70,1099,224,3214,301,518
8890:7806,1462,302,17,654,866,650,58,138,8
8900:1403,239,14750,866,3707,301,70,224,361,518
8906:77859,1023,901,302,1405,76,394,1382,84,1535
8912:7806,1218,1462,986,866,650,24798,358,1023,500
8913:5111,14793,2548,10997,10230,42506,33935,189,4568,1923
8915:1287,119,65,1102,861,1762,138,2618,3233,931
8916:55359,57740,12427,2149,239,568,2014,1001,418,94509
8920:40537,403,10071,7072,986,2241,13596,8511,550,1884
8924:13170,16036,4856,14955,1205,4696,1410,76,3506,535
8931:1196,301,239,289,901,114,554,94,1102,518
8935:55062,7048,807,571,431,718,356,239,6598,76567
8936:54180,89051,40588,6306,736,17,302,654,76,616
8958:239,1140,119,866,1009,650,301,70,138,84
8984:9725,1462,14754,297,352,9345,60889,29417,81173,25127
9000:554,1102,94,76,508,866,931,596,650,3730
9001:15995,7126,47366,4797,8935,1467,37507,27004,77811,45742
9013:15766,5991,285,1133,41110,103,49608,302,1089,70
9024:650,470,354,1212,486,1196,409,81,394,84
9079:217,4702,6836,409,500,81,1501,15139,25656,3374
9085:29,48,899,901,94,354,866,962,1102,1462
9096:27344,1455,378,1206,10687,6266,3328,7859,4966,7880
9098:2614,7158,10997,86296,91167,5145,10232,21459,1526,10530
9106:239,302,654,866,14960,650,84,29,58,616
9111:1109,356,10046,398,116,407,10493,15676,4374,1240
9122:861,3730,3158,76,650,866,138,29,736,542
9128:1162,6809,239,356,29,1804,1109,103,8,508
9135:654,302,8861,23581,10075,299,18017,8197,2708,7795
9141:1206,2694,7859,10687,6601,11725,7880,8225,5624,24581
9152:119,5567,899,508,3233,1382,1119,239,402,813
9155:861,591,4268,394,76,29,542,6732,8,650
9157:112933,34070,4268,55259,17,302,7926,5319,654,28655
9158:1164,5812,6916,17403,2139,55222,3717,29491,70551,10905
9159:353,394,2268,185,1598,2955,1262,2030,3521,131
9160:189,10687,1527,10041,8848,840,3107,5624,2880,4568
9161:22781,2153,1013,1400,1124,877,7711,14754,760,2318
9171:749,511,65,29,239,119,84,254,1102,301
9173:138,3,239,76,496,1039,70,1245,302,508
9200:44407,84264,84706,71689,86384,22719,4008,72699,21077,16407
9224:1790,226,10695,3085,1449,17,1023,18465,302,100652
9225:71228,1077,2275,2967,1205,3484,4049,379,5741,5655
9233:22776,15373,90613,71671,18708,21029,6383,44134,13419,9003
9236:3915,4966,11508,6266,5450,1458,7006,76,2548,7831
9237:65,1362,1874,6873,48110,239,289,301,29,1140
9238:239,1344,84,866,4834,302,616,654,354,301
9245:239,302,29,1476,1362,1866,2868,5542,923,6541
9249:48343,14314,28206,8,17,84,2076,902,53731,2512
9256:19899,46215,1102,239,116,4542,302,866,70,94
9276:4589,4797,120,182,29,58,302,76,17,564
9288:239,866,888,29,2200,354,1102,301,70,736
9290:38522,36432,11072,6856,50871,46318,19528,8322,15013,31597
9291:230,14202,1822,402,999,2030,409,542,780,76
9310:1804,101,289,5575,5602,76,14892,1102,138,356
9312:29,239,1200,4813,84,3632,1009,650,518,866
9313:65,787,6793,2121,2829,776,356,46540,29,354
9331:52132,64240,24308,11246,69121,28740,37294,3146,12964,12045
9333:9731,7334,4268,2739,3039,353,8,30259,4993,4650
9350:449,303,866,5022,40,70,650,81,361,301
9357:80021,83385,9760,20184,7585,986,17,302,654,76
9359:48,1187,554,239,58,866,211,70,2901,301
9364:5389,508,1344,616,1205,84,76,58,29,1102
9368:72716,50917,199,4702,48701,38319,29158,1239,5066,3137
9369:4792,719,4877,8860,20451,2103,4293,19425,27017,6162
9371:1762,101,239,1499,866,76,650,138,736,58
9381:1913,40263,22856,7931,22507,62347,19319,22614,500,19376
9389:18077,32076,45970,63225,39645,109119,95029,72606,97686,7194
9394:65,736,239,29,866,1205,6793,84,138,224
9400:58,138,861,238,289,101,17,302,76,29
9402:9815,22207,17,302,654,76,616,58,8,866
9420:5017,18867,239,1180,454,866,1326,29,650,84
9431:2904,8392,22004,83478,34689,26696,25313,1023,32344,70342
9432:1762,7178,1542,18319,866,76,21023,650,94,70
9433:16952,95228,103886,71022,157,840,65982,109750,86412,4447
9437:53318,10305,5962,23230,40,11358,20855,76,3105,24885
9442:28926,46823,76,47872,6560,1884,3137,302,3374,26992
9443:29,394,861,48,554,1187,8,76,239,518
9451:239,899,1187,4268,2626,3730,866,301,736,9572
9473:22777,2153,14754,23884,10020,29335,189,2275,2694,15886
9474:5078,23884,17,302,654,76,616,58,8,866
9486:1589,2469,8213,45,2073,614,28752,15360,14047,24364
9487:483,3476,8105,1499,394,1762,94112,1277,501,17116
9489:3632,29,787,1550,888,76,239,2030,1102,568
9494:189,508,5827,27094,5450,1410,10041,1712,678,36493
9498:4926,27094,17,302,654,76,616,58,8,866
9499:64290,2966,76,654,650,859,17,354,302,84
9500:5022,40,1069,11070,96,17,650,76,2512,70
9507:53415,1551,102405,83691,2937,2268,6446,6855,76,8
9514:9961,19244,36401,63098,23317,45791,1989,85292,54062,17
9525:518,301,1187,931,1119,58,289,131,394,2937
9528:542,1951,353,185,29097,4697,15592,1703,774,13136
9531:262,35368,33574,18632,82254,48825,7211,6921,79458,102836
9535:124,8167,3054,36210,378,57974,2512,538,31879,17527
9538:709,3404,53001,58,861,483,162,554,302,654
9541:29477,17,1119,947,518,301,1410,901,48,226
9553:16056,111574,3901,108638,122169,546,1205,2579,2254,7240
9568:7622,311,1547,8759,7334,9594,1468,20356,9435,3039
9570:2200,2447,675,650,22879,356,39442,518,1382,354
9571:11626,36268,55431,28670,88254,41385,61791,10031,23964,500
9573:5962,9323,7429,18975,20855,21442,17,13555,538,10305
9576:10038,79502,17,302,654,76,616,58,8,866
9580:63579,1558,5575,1332,4210,303,1822,356,268,3158
9590:361,1140,245,554,289,402,650,354,1109,866
9593:1348,7003,239,194,5169,6708,1109,301,1709,2030
9606:5254,119,3484,409,2162,353,535,481,9572,5699
9612:322,1958,3431,559,1102,239,289,162,101,726
9613:3304,394,486,2200,578,12536,925,3373,10254,4897
9614:18639,10085,17,302,654,76,616,58,8,18420
9630:14498,1400,2153,14754,1124,877,7180,2634,7711,801
9665:84,378,591,861,1109,866,3730,542,70,2618
9666:398,11644,8209,110603,69388,12304,358,2008,13757,28170
9668:9289,356,45,394,3101,409,564,239,189,591
9680:1140,1023,2097,866,70,564,361,358,354,17
9685:8411,14626,568,79453,7869,17,76,1245,654,70
9693:287,2626,4967,394,1825,1231,119,1187,301,70
9694:15542,508,2848,1002,22474,811,2618,22614,1344,2292
9696:924,11808,85053,47559,32942,111816,9203,30110,69340,75612
9711:36868,27741,36887,88297,36005,84537,39875,18422,86488,50506
9722:8651,46215,3632,873,5582,75769,859,953,718,1468
9727:39860,22180,83977,49652,54781,88292,82018,77905,776,21
9742:1348,5724,717,7003,8783,684,4146,17,48886,5357
9745:4563,861,289,361,58,101,239,84,554,1476
9752:8066,931,119,1460,5738,1446,535,10648,6097,984
9753:15242,6945,4420,14370,496,12133,4299,94,736,354
9755:3234,29,690,388,84,866,354,2618,138,70
9757:23599,48361,59623,9682,103016,69216,66320,45321,64665,75402
9786:48,1187,1119,239,1410,254,361,70,32,1102
9808:402,361,3223,866,564,1995,29,508,518,37189
9810:5253,23398,1122,33683,33720,1406,15937,9448,52070,30223
9812:7760,239,899,1187,48,3730,866,23581,301,70
9813:65,18532,28248,1287,6793,1410,633,388,678,1527
9818:17,6793,302,654,76,616,58,8,866,84
9820:422,12061,10526,23676,2030,4364,2955,94,1410,947
9824:14983,38225,44318,1744,1002,774,1256,2917,29262,6315
9827:131,17,2200,1287,875,1187,899,48,3304,1521
9831:1400,574,7711,13534,14226,3211,3709,14593,9417,8733
9834:65,6793,294,17,356,616,650,564,354,1190
9837:138,289,3234,101,1023,29,554,866,239,654
9839:22272,61029,2379,358,749,564,901,2512,5998,1419
9840:11991,10365,35154,10248,30489,4256,40107,71315,62044,673
9864:190,15,9387,3,1476,3234,495,29,16288,14617
9879:26405,2097,983,12202,76686,15584,138,50041,98624,100286
9890:116,3476,1240,84,29,15,483,861,239,101
9891:239,866,1762,1508,70,654,361,3234,899,273
9892:4475,45541,12165,1002,1109,78114,4586,103,947,8
9896:8536,25783,483,9217,58,353,48,7817,5108,138
9899:546,239,76,84,29,354,58,7703,866,1102
9900:1348,46215,289,17,358,866,302,508,654,116
9911:17,30993,29555,37591,24425,7608,2582,4374,32604,18414
9926:84,591,861,239,45,1239,1578,866,301,70
9927:356,116,1217,119,508,94,3234,1476,2618,239
